id,route_name,first,second,company_id,regulative_institution,route_number,route_regularity,drives_per_day,bus_comfort_level,bus_age,license_data,company_name,number_of_buses,count
9701,Михайлівка (АС) - Дніпрорудне (АС),Михайлівка,Дніпрорудне (АС),6387723040568625495,Запорізька область,NA,"1,3,5,7",NA,"М2, М3                  А, В, І, ІІ, ІІІ",NA,Організатор - РДА - ,Організатор - РДА - ,NA,1
9702,"Михайлівка (АС) - Нове Поле,  ч/з Роздол, Виноградівку, Завітне, Кавунівку, Шевченка, Вишнівку, Абрикосівку
",Михайлівка,"Нове Поле,  ч/з Роздол, Виноградівку, Завітне, Кавунівку, Шевченка, Вишнівку, Абрикосівку",8232968633173490485,Запорізька область,NA,3.7,NA,"М2, М3                  А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9703,"Михайлівка (АС) - Барвинівка, ч/з Любимівку, Бурчак
",Михайлівка,"Барвинівка, ч/з Любимівку, Бурчак",1848452408123884426,Запорізька область,NA,"2,3,5,7",NA,"М2, М3                  А, В, І, ІІ, ІІІ",NA,Організатор - РДА - 12/26/2014,Організатор - РДА - 12/26/2014,NA,1
9704,"Оріхів (АС) - Мала Токмачка, ч/з Преображенку",Оріхів,"Мала Токмачка, ч/з Преображенку",1848452408123884426,Запорізька область,NA,з 1 по 7,NA,"М2, М3                  А, В, І, ІІ, ІІІ",NA,Організатор - РДА - 12/26/2014,Організатор - РДА - 12/26/2014,NA,1
9705,"Оріхів (АС) - Новоандріївка, ч/з Новопавлівку",Оріхів,"Новоандріївка, ч/з Новопавлівку",5889668245017718339,Запорізька область,NA,"6, 7",NA,"М2, М3                  А, В, І, ІІ, ІІІ",NA,41271 - 12/27/2017,41271 - 12/27/2017,NA,1
9706,Оріхів (АС) - Васинівка,Оріхів,Васинівка,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                  А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9707,Запоріжжя - Новотавричеське,Запоріжжя,Новотавричеське,5889668245017718339,Запорізька область,NA,з 1 по 7,NA,"М2, М3                  А, В, І, ІІ, ІІІ","7,8,1,2,23,6",41271 - 12/27/2017,41271 - 12/27/2017,"всього автобусів - 6,                              в тому числі резервних - 3",1
9708,Новотавричеське  -  Запоріжжя,Новотавричеське,Запоріжжя,1848452408123884426,Запорізька область,NA,з 1 по 7,NA,"М2, М3                  А, В, І, ІІ, ІІІ","4,1,2,23,6",Організатор - РДА - 12/26/2014,Організатор - РДА - 12/26/2014,"всього автобусів - 5,                              в тому числі резервних - 3",1
9709,Оріхів (АС) - Новоданилівка,Оріхів,Новоданилівка,1848452408123884426,Запорізька область,NA,з 1 по 7,NA,"М2, М3                  А, В, І, ІІ, ІІІ",NA,Організатор - РДА - 12/26/2014,Організатор - РДА - 12/26/2014,NA,1
9710,Оріхів (АС) - Вільнянка,Оріхів,Вільнянка,4817622769021808080,Запорізька область,NA,з 1 по 7,NA,"М2, М3                  А, В, І, ІІ, ІІІ",NA,7/19/2013 - 7/18/2018,7/19/2013 - 7/18/2018,NA,1
9711,Новотроїцьке - Оріхів (АС),Новотроїцьке,Оріхів (АС),8232968633173490485,Запорізька область,NA,"2, 4",NA,"М2, М3                  А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9712,"Новояковлівка  -  Запоріжжя, ч/з Магдалинівку, Комишуваську АС",Новояковлівка,"Запоріжжя, ч/з Магдалинівку, Комишуваську АС",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                   А, В, І, ІІ, ІІІ","16,2,14",- ,- ,"всього автобусів - 3,                              в тому числі резервних - 1",1
9713,Запоріжжя  -  Одарівка,Запоріжжя,Одарівка,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                       А, В, І, ІІ, ІІІ","10,9,9,9,9,1,11,12",- ,- ,"всього автобусів - 8,                              в тому числі резервних - 6",1
9714,"Пологи (АС)  -  Григорівка, ч/з Басань, Семенівку",Пологи,"Григорівка, ч/з Басань, Семенівку",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                 А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9715,"Пологи (АС)  -  Федорівка, ч/з Костянтинівку, Новоселівку, Шевченка
",Пологи,"Федорівка, ч/з Костянтинівку, Новоселівку, Шевченка",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                 А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9716,"Пологи (АС)  -  Шевченкове, ч/з Ожерельне, Басань, Тарасівку, Григорівку
",Пологи,"Шевченкове, ч/з Ожерельне, Басань, Тарасівку, Григорівку",8232968633173490485,Запорізька область,NA,"2, 6",NA,"М2, М3                 А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9717,"Пологи (АС)  -  Кінські Роздори, ч/з Воскресенку
",Пологи,"Кінські Роздори, ч/з Воскресенку",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                    А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9718,"Пологи (АС)  -  Вербове, ч/з Інженерне, Новокарлівку, Новофедорівку",Пологи,"Вербове, ч/з Інженерне, Новокарлівку, Новофедорівку",8232968633173490485,Запорізька область,NA,"2,3,5,7",NA,"М2, М3                    А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9719,Пологи (АС)  -  Воскресенка,Пологи,Воскресенка,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                       А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9720,Пологи (АС)  -  с. Пологи,Пологи,с. Пологи,6968203413805774588,Запорізька область,NA,з 1 по 7,NA,"М2, М3                       А, В, І, ІІ, ІІІ",NA,43049 - 44844,43049 - 44844,NA,1
9721,Приазовське (АС)  -  Ганнівка,Приазовське (АС),Ганнівка,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                       А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9722,Мелітополь ()  -  Новокостянтинівка,Мелітополь,Новокостянтинівка,4544022764448893500,Запорізька область,NA,з 1 по 7,NA,"М2, М3                                                                 А, В, І, ІІ, ІІІ",NA,41474 - 7/18/2018,41474 - 7/18/2018,"всього автобусів - 3,                  в тому числі резервних - 1",1
9723,Мелітополь ()  -  Приазовське (АС),Мелітополь,Приазовське (АС),8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                        А, В, І, ІІ, ІІІ","13,15,2,1",- ,- ,"всього автобусів - 4,                  в тому числі резервних - 1",1
