id,route_name,first,second,company_id,regulative_institution,route_number,route_regularity,drives_per_day,bus_comfort_level,bus_age,license_data,company_name,number_of_buses,count
9612,"Запоріжжя  -  Поди,
ч/з зупинку «пр. Моторобудівників» у 
м. Запоріжжі, Вільнянську АС, Павлівське
",Запоріжжя,"Поди, 
ч/з зупинку «пр. Моторобудівників» у 
м. Запоріжжі, Вільнянську АС, Павлівське",5847909842017488281,Запорізька область,NA,з 1 по 7,NA,"М2, М3                    А, В, І, ІІ, ІІІ",NA,43017 - На період дії ухвал Запорізького окружного адміністративного суду від 27.09.2017 у справі № 808/2832/17,43017 - На період дії ухвал Запорізького окружного адміністративного суду від 27.09.2017 у справі № 808/2832/17,"всього автобусів - x,                  в тому числі резервних - 3",1
9613,"Матвіївка (ст. Янцеве)  -  Запоріжжя, ч/з зупинку «пр. Моторобудівників» у м. Запоріжжі
",Матвіївка (ст. Янцеве),"Запоріжжя, ч/з зупинку «пр. Моторобудівників» у м. Запоріжжі",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                         А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - x,                  в тому числі резервних - 2",1
9614,Матвіївка (ст. Янцеве)  -  Запоріжжя,Матвіївка (ст. Янцеве),Запоріжжя,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                         А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - x,                  в тому числі резервних - 2",1
9615,"Запоріжжя  -  Матвіївка, ч/з зупинку «пр. Моторобудівників» у м. Запоріжжі
",Запоріжжя,"Матвіївка, ч/з зупинку «пр. Моторобудівників» у м. Запоріжжі",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                         А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - x,                  в тому числі резервних - 3",1
9616,"Запоріжжя  -  Вільноандріївка, ч/з Матвіївку, Люцерну",Запоріжжя,"Вільноандріївка, ч/з Матвіївку, Люцерну",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                        А, В, І, ІІ, ІІІ","17,13,1,4",- ,- ,"всього автобусів - 4,                  в тому числі резервних - 1",1
9617,Запоріжжя  -  Андріївка,Запоріжжя,Андріївка,5096662653506648339,Запорізька область,NA,з 1 по 7,NA,"М2, М3                   А, В, І, ІІ, ІІІ","10,9,1,4",12/28/2012 - 12/27/2017,12/28/2012 - 12/27/2017,"всього автобусів - 4,                  в тому числі резервних - 1",1
9618,Вільнянськ (АС)  -  Запоріжжя,Вільнянськ,Запоріжжя,5847909842017488281,Запорізька область,NA,з 1 по 7,NA,"М2, М3                       А, В, І, ІІ, ІІІ",NA,43017 - На період дії ухвал Запорізького окружного адміністративного суду від 27.09.2017 у справі № 808/2832/17,43017 - На період дії ухвал Запорізького окружного адміністративного суду від 27.09.2017 у справі № 808/2832/17,"всього автобусів - x,                  в тому числі резервних - 3",1
9619,Запоріжжя  -  Андріївка,Запоріжжя,Андріївка,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                     А, В, І, ІІ, ІІІ","10,1,4",- ,- ,"всього автобусів - 3,                  в тому числі резервних - 1",1
9620,"Вільнянськ (АС)  -  Запоріжжя, ч/з зупинку «пр. Моторобудівників» у м. Запоріжжі
",Вільнянськ,"Запоріжжя, ч/з зупинку «пр. Моторобудівників» у м. Запоріжжі",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                     А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - x,                  в тому числі резервних - 3",1
9621,"Запоріжжя  -  Вільнянськ (АС), ч/з Кам’яне",Запоріжжя,"Вільнянськ (АС), ч/з Кам’яне",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                       А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 2,                  в тому числі резервних - 1",1
9622,"Запоріжжя  -  Василівське, ч/з зупинку «пр. Моторобудівників» у м. Запоріжжі, Матвіївку, Михайлівку, Криничне
",Запоріжжя,"Василівське, ч/з зупинку «пр. Моторобудівників» у м. Запоріжжі, Матвіївку, Михайлівку, Криничне",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                     А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - x,                  в тому числі резервних - 3",1
9623,Запоріжжя  -  Вільноуланівське,Запоріжжя,Вільноуланівське,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                   А, В, І, ІІ, ІІІ","6,8,8,8,10,1,11,12",- ,- ,"всього автобусів - 8,                  в тому числі резервних -2",1
9624,"Запоріжжя -  Дачний кооператив “Переможець”, ч/з Богатирівку, дачний кооператив «Агломерат»",Запоріжжя,"Дачний кооператив “Переможець”, ч/з Богатирівку, дачний кооператив «Агломерат»",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                  А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 5,                  в тому числі резервних - 3",1
9625,"Запоріжжя  -  Благовіщенське,
ч/з зупинку «пр. Моторобудівників» у 
м. Запоріжжі, Троянди, Купріянівку, Гасанівку, Дружелюбівку, Матвіївку
",Запоріжжя,"Благовіщенське,
ч/з зупинку «пр. Моторобудівників» у 
м. Запоріжжі, Троянди, Купріянівку, Гасанівку, Дружелюбівку, Матвіївку",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                  А, В, І, ІІ, ІІІ","16,2,14",- ,- ,"всього автобусів - 3,                  в тому числі резервних - 1",1
9626,"Запоріжжя  -  Миролюбівка, ч/з зупинку «пр. Моторобудівників» у м. Запоріжжі
",Запоріжжя,"Миролюбівка, ч/з зупинку «пр. Моторобудівників» у м. Запоріжжі",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                       А, В, І, ІІ, ІІІ","3,7,7",- ,- ,"всього автобусів - 3,                  в тому числі резервних - 1",1
9627,Запоріжжя  -  Вільногрушівське,Запоріжжя,Вільногрушівське,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                А, В, І, ІІ, ІІІ","10,1,11,12",- ,- ,"всього автобусів - 3,                  в тому числі резервних - 1",1
9628,"Запоріжжя  -  Вільногрушівське, ч/з Богатирівку",Запоріжжя,"Вільногрушівське, ч/з Богатирівку",6686128490139713226,Запорізька область,NA,з 1 по 7,NA,"М2, М3                   А, В, І, ІІ, ІІІ",NA,41956 - 43810,41956 - 43810,"всього автобусів - 3,                  в тому числі резервних - 1",1
9629,"Запоріжжя  -  Вільнянськ (АС),
ч/з зупинку «пр. Моторобудівників» у 
м. Запоріжжі, Гнаровське
",Запоріжжя,"Вільнянськ (АС),
ч/з зупинку «пр. Моторобудівників» у 
м. Запоріжжі, Гнаровське",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                     А, В, І, ІІ, ІІІ","7,3,7",- ,- ,"всього автобусів - 3,                  в тому числі резервних - 1",1
9630,"Гуляйполе (АС) - Новозлатопіль, ч/з Затишшя, Червоне, Зелений Гай, Малинівку",Гуляйполе,"Новозлатопіль, ч/з Затишшя, Червоне, Зелений Гай, Малинівку",4580688107183310875,Запорізька область,NA,з 1 по 7,NA,"М2, М3                     А, В, І, ІІ, ІІІ",NA,Організатор - РДА - 2015,Організатор - РДА - 2015,NA,1
9631,"Гуляйполе (АС)  -  Рибне, ч/з Яблукове, Рівнопілля, Яблукове, Нове, Успенівку, Солодке",Гуляйполе,"Рибне, ч/з Яблукове, Рівнопілля, Яблукове, Нове, Успенівку, Солодке",8232968633173490485,Запорізька область,NA,"4, 6",NA,"М2, М3                     А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9632,"Гуляйполе (АС)  -  Долинка, ч/з Залізничне, Староукраїнку, Святопетрівку, Криничне, Цвіткове, Верхню Терсу, Воздвижівку, Верхню Терсу, Копані
",Гуляйполе,"Долинка, ч/з Залізничне, Староукраїнку, Святопетрівку, Криничне, Цвіткове, Верхню Терсу, Воздвижівку, Верхню Терсу, Копані",8232968633173490485,Запорізька область,NA,"1, 3, 5, 6, 7",NA,"М2, М3                     А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9633,"Гуляйполе (АС)  -  Нове Запоріжжя, ч/з Варварівку, Прилуки, Добропілля",Гуляйполе,"Нове Запоріжжя, ч/з Варварівку, Прилуки, Добропілля",8232968633173490485,Запорізька область,NA,"3, 5, 7",NA,"М2, М3                     А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9634,Гуляйполе (АС)  -  Марфопіль,Гуляйполе,Марфопіль,4580688107183310875,Запорізька область,NA,з 1 по 5,NA,"М2, М3                     А, В, І, ІІ, ІІІ",NA,Організатор - РДА - 2015,Організатор - РДА - 2015,NA,1
9635,"Гуляйполе (АС)  -  Загірне, ч/з Гуляйпільське, Чарівне, Мирне
",Гуляйполе,"Загірне, ч/з Гуляйпільське, Чарівне, Мирне",4580688107183310875,Запорізька область,NA,"2, 4",NA,"М2, М3                     А, В, І, ІІ, ІІІ",NA,Організатор - РДА - 2015,Організатор - РДА - 2015,NA,1
9636,"Гуляйполе (АС)  -  Приютне, ч/з Затишшя, Червоне, Веселе, Малинівку, Новозлатопіль, Любимівку, Ремівку",Гуляйполе,"Приютне, ч/з Затишшя, Червоне, Веселе, Малинівку, Новозлатопіль, Любимівку, Ремівку",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                     А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9637,"Гуляйполе (АС)  -  Темирівка, ч/з Яблукове, Успенівку, Новоіванівку",Гуляйполе,"Темирівка, ч/з Яблукове, Успенівку, Новоіванівку",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                   А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9638,"Гуляйполе (АС)  -  школа Інтернат Залізничної селищної ради, ч/з Зелене",Гуляйполе,"школа Інтернат Залізничної селищної ради, ч/з Зелене",8232968633173490485,Запорізька область,NA,з 1 по 5,NA,"М2, М3                     А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9639,Гуляйполе (АС) - Пологи (АС),Гуляйполе,Пологи (АС),8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                     А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9640,Запоріжжя  -  Новоолександрівка ,Запоріжжя,Новоолександрівка,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                 А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 3,                  в тому числі резервних - 1",1
9641,"Запоріжжя - Запорожець, ч/з Юльївку",Запоріжжя,"Запорожець, ч/з Юльївку",8029969222599007561,Запорізька область,NA,з 1 по 7,NA,"М2, М3                     А, В, І, ІІ, ІІІ","10,2,14",7/17/2013 - 7/16/2018,7/17/2013 - 7/16/2018,"всього автобусів - 3,                  в тому числі резервних - 1",1
9642,"Запоріжжя  -  Запорожець, ч/з Новоолександрівку",Запоріжжя,"Запорожець, ч/з Новоолександрівку",7085484635066444433,Запорізька область,NA,з 1 по 7,NA,"М2, М3                     А, В, І, ІІ, ІІІ","11,13,2,14",43018 - 44814,43018 - 44814,"всього автобусів - 4,                  в тому числі резервних - 1",1
9643,"Григорівка - Запоріжжя, ч/з Степне, Новоолександрівку, Новооленівку",Григорівка,"Запоріжжя, ч/з Степне, Новоолександрівку, Новооленівку",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                     А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 3,                  в тому числі резервних - 1",1
9644,"Запоріжжя  -  Широке, ч/з Ручаївку",Запоріжжя,"Широке, ч/з Ручаївку",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                     А, В, І, ІІ, ІІІ","9,9,13,9,22",- ,- ,"всього автобусів - 5,                  в тому числі резервних - 2",1
9645,"Запоріжжя  -  Широке, ч/з Сонячне",Запоріжжя,"Широке, ч/з Сонячне",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                    А, В, І, ІІ, ІІІ","7,19,6,1,2,23,6",- ,- ,"всього автобусів - 7,                  в тому числі резервних - 3",1
9646,Запоріжжя  -  Веселянка,Запоріжжя,Веселянка,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                          А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 5,                  в тому числі резервних - 2",1
9647,Запоріжжя -  Наталівка,Запоріжжя,Наталівка,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                          А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 7,                  в тому числі резервних - 2",1
9648,Запоріжжя  -  Лежине,Запоріжжя,Лежине,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                    А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 4,                  в тому числі резервних - 1",1
9649,Запоріжжя  -  Біленьке,Запоріжжя,Біленьке,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                 А, В, І, ІІ, ІІІ","8,4,28,5,9,22,24,20,1,2,23,6",- ,- ,"всього автобусів - 12,                  в тому числі резервних - 3",1
9650,Запоріжжя  -  Степне,Запоріжжя,Степне,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                    А, В, І, ІІ, ІІІ","5,1,5",- ,- ,"всього автобусів - 5,                  в тому числі резервних - 1",1
9651,Запоріжжя  -  Володимирівське,Запоріжжя,Володимирівське,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                 А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 13,                  в тому числі резервних - 3",1
9652,"Розумівка  -  Запоріжжя, ч/з Бабурку",Розумівка,"Запоріжжя, ч/з Бабурку",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                    А, В, І, ІІ, ІІІ","7,5,22,23,5,1,2,23,6",- ,- ,"всього автобусів - 9,                  в тому числі резервних - 3",1
9653,Запоріжжя  -  Яворницьке,Запоріжжя,Яворницьке,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                     А, В, І, ІІ, ІІІ","8,12,9,22",- ,- ,"всього автобусів - 4,                  в тому числі резервних - 2",1
9654,Запоріжжя  -  Мар’ївка,Запоріжжя,Мар’ївка,8232968633173490485,Запорізька область,NA,4,NA,"М2, М3                       А, В, І, ІІ, ІІІ","8,8,13,9,22",- ,- ,"всього автобусів - 5,                  в тому числі резервних - 2",1
9655,Мар’ївка  -  Запоріжжя,Мар’ївка,Запоріжжя,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                       А, В, І, ІІ, ІІІ","8,13,9,22",- ,- ,"всього автобусів - 4,                  в тому числі резервних - 2",1
9656,Запоріжжя - Придніпровське,Запоріжжя,Придніпровське,8232968633173490485,Запорізька область,NA,з 1 по 4,NA,"М2, М3                      А, В, І, ІІ, ІІІ","8,9,8,13,9,22",- ,- ,"всього автобусів - 6,                  в тому числі резервних - 2",1
9657,Запоріжжя - Відрадне,Запоріжжя,Відрадне,5847909842017488281,Запорізька область,NA,з 1 по 7,NA,"М2, М3                    А, В, І, ІІ, ІІІ","8,12,9,22",43017 - На період дії ухвал Запорізького окружного адміністративного суду від 27.09.2017 у справі № 808/2832/17,43017 - На період дії ухвал Запорізького окружного адміністративного суду від 27.09.2017 у справі № 808/2832/17,"всього автобусів - 4,                  в тому числі резервних - 2",1
9658,Запоріжжя  -  Привітне,Запоріжжя,Привітне,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                         А, В, І, ІІ, ІІІ","4,1,2,23,6",- ,- ,"всього автобусів - 5,                  в тому числі резервних - 3",1
9659,Запоріжжя  -  Малокатеринівка,Запоріжжя,Малокатеринівка,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                      А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 5,                  в тому числі резервних - 1",1
9660,"Запоріжжя  -  Кушугум (зупинка ст. Осетрівка)
",Запоріжжя,Кушугум (зупинка ст. Осетрівка),8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3 А, В",NA,- ,- ,"всього автобусів - 7,                  в тому числі резервних - 1",1
9661,Запоріжжя  -  Дніпрельстан,Запоріжжя,Дніпрельстан,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                    А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 6,                  в тому числі резервних - 3",1
9662,"Запоріжжя  -  Відрадне, ч/з Августинівку",Запоріжжя,"Відрадне, ч/з Августинівку",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                   А, В, І, ІІ, ІІІ","7,13,9,22",- ,- ,"всього автобусів - 4,                  в тому числі резервних - 2",1
9663,Запоріжжя  -  Лукашеве,Запоріжжя,Лукашеве,7085484635066444433,Запорізька область,NA,з 1 по 7,NA,"М2, М3                    А, В, І, ІІ, ІІІ","11,12,13,9,22",43018 - 44814,43018 - 44814,"всього автобусів - 5,                  в тому числі резервних - 2",1
9664,Запоріжжя - Кушугум (вул. Зразкова),Запоріжжя,Кушугум (вул. Зразкова),8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                    А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 17,                  в тому числі резервних - 2",1
9665,Енергодар (АС)  -  Іванівка ,Енергодар,Іванівка,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                       А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 3,                  в тому числі резервних - 1",1
9666,Енергодар (АС)  -  Благовіщенка,Енергодар,Благовіщенка,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                       А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 3,                  в тому числі резервних - 1",1
9667,Енергодар (АС) -  Дніпровка,Енергодар,Дніпровка,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                 А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 3,                  в тому числі резервних - 1",1
9668,Енергодар (АС) -  Цвіткове,Енергодар,Цвіткове,8232968633173490485,Запорізька область,NA,"3, 7",NA,"М2, М3                      А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 2,                  в тому числі резервних - 1",1
9669,Енергодар (АС) - Нововодяне,Енергодар,Нововодяне,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                      А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів -3,                  в тому числі резервних - 1",1
9670,Енергодар (АС)  -  Подове,Енергодар,Подове,1719702703745757655,Запорізька область,NA,з 1 по 7,NA,"М2, М3                    А, В, І, ІІ, ІІІ",NA,Договір не укладено - 42163,Договір не укладено - 42163,"всього автобусів -3,                  в тому числі резервних - 1",1
9671,"Качкарівка  -  Енергодар (АС), ч/з Великобілозерську АС",Качкарівка,"Енергодар (АС), ч/з Великобілозерську АС",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                         А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9672,"Енергодар (АС)  -  Суворова, ч/з Великобілозерську АС",Енергодар,"Суворова, ч/з Великобілозерську АС",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                         А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9673,"Мелітополь () - Терпіння, ч/з Семенівку, Рівне, Північне",Мелітополь,"Терпіння, ч/з Семенівку, Рівне, Північне",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                     А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 9,                  в тому числі резервних - 1",1
9674,"Мелітополь ()  -  Зарічне, ч/з Рівне, Терпіння",Мелітополь,"Зарічне, ч/з Рівне, Терпіння",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                       А, В, І, ІІ, ІІІ","7,2,21",- ,- ,"всього автобусів - 3,                  в тому числі резервних - 1",1
9675,"Мелітополь ()  -  Світлодолинське, ч/з Семенівку, Рівне, Північне, Терпіння, Зарічне, Травневе, Прилуківку, Кам'янське",Мелітополь,"Світлодолинське, ч/з Семенівку, Рівне, Північне, Терпіння, Зарічне, Травневе, Прилуківку, Кам'янське",7973851144773609719,Запорізька область,NA,з 1 по 7,NA,"М2, М3                        А, В, І, ІІ, ІІІ",NA,42682 - 44477,42682 - 44477,NA,1
9676,"Мелітополь ()  -  Мирне, ч/з Семенівку, Рівне",Мелітополь,"Мирне, ч/з Семенівку, Рівне",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                        А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 4,                  в тому числі резервних - 1",1
9677,Мелітополь ()  -  Костянтинівка,Мелітополь,Костянтинівка,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                       А, В, І, ІІ, ІІІ","9,11,11,1,22,17",- ,- ,"всього автобусів - 6,                  в тому числі резервних - 2",1
9678,Мелітополь ()  -  Ясне,Мелітополь,Ясне,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                       А, В, І, ІІ, ІІІ","10,27,2,23",- ,- ,"всього автобусів - 4,                  в тому числі резервних - 1",1
9679,Мелітополь () - Кам’яна могила,Мелітополь,Кам’яна могила,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3 А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9680,"Мелітополь (АС)  -  Новомиколаївка, ч/з Удачне",Мелітополь (АС),"Новомиколаївка, ч/з Удачне",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                       А, В, І, ІІ, ІІ","9,2,21",- ,- ,"всього автобусів - 3,                  в тому числі резервних - 1",1
9681,"Мелітополь (АС)  -  Відродження, ч/з Новобогданівку,  ст. Федорівку",Мелітополь (АС),"Відродження, ч/з Новобогданівку,  ст. Федорівку",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                       А, В, І, ІІ, ІІІ","7,10,3,6",- ,- ,"всього автобусів - 4,                  в тому числі резервних - 1",1
9682,Мелітополь ()  -  Мордвинівка,Мелітополь,Мордвинівка,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                      А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9683,Мелітополь ()  -  Вознесенка,Мелітополь,Вознесенка,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                      А, В, І, ІІ, ІІІ","8,1,22,17",- ,- ,"всього автобусів - 4,                  в тому числі резервних - 2",1
9684,Мелітополь ()  -  Орлово,Мелітополь,Орлово,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                     А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 9,                  в тому числі резервних - 1",1
9685,"Мелітополь ()  -  Арабка, ч/з Вознесенівку, Тихонівку, Борисівку, Астраханку, Свободне",Мелітополь,"Арабка, ч/з Вознесенівку, Тихонівку, Борисівку, Астраханку, Свободне",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                      А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 9,                  в тому числі резервних - 1",1
9686,"Мелітополь ()  -  Фруктове, ч/з Удачне, Долинське, Кирпичне ",Мелітополь,"Фруктове, ч/з Удачне, Долинське, Кирпичне",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                       А, В, І, ІІ, ІІІ","18,17,1,22,17",- ,- ,"всього автобусів - 5,                  в тому числі резервних - 2",1
9687,Мелітополь ()  -  Тамбовка,Мелітополь,Тамбовка,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                       А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 9,                  в тому числі резервних - 1",1
9688,"Мелітополь ()   -  Тамбовка, ч/з Семенівку до “Білої акації”",Мелітополь,"Тамбовка, ч/з Семенівку до “Білої акації”",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                    А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 9,                  в тому числі резервних - 1",1
9689,Мелітополь ()  -  Троїцьке,Мелітополь,Троїцьке,8232968633173490485,Запорізька область,NA,з 1 по 6,NA,"М2, М3                                   А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 3,                  в тому числі резервних - 1",1
9690,Мелітополь ()  -  Садове (у режимі маршрутного таксі),Мелітополь,Садове (у режимі маршрутного таксі),8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3 А, В","8,12,1, 22,17",- ,- ,"всього автобусів - 5,                  в тому числі резервних - 2",1
9691,Мелітополь (АС)  -  Спаське ,Мелітополь (АС),Спаське,5847909842017488281,Запорізька область,NA,з 1 по 7,NA,"М2, М3                        А, В, І, ІІ, ІІІ",9,43017 - На період дії ухвал Запорізького окружного адміністративного суду від 27.09.2017 у справі № 808/2832/17,43017 - На період дії ухвал Запорізького окружного адміністративного суду від 27.09.2017 у справі № 808/2832/17,"всього автобусів - 2,                  в тому числі резервних - 1",1
9692,"Мелітополь ()  -  Першотравневе, ч/з Обільне, Східне, Трудове",Мелітополь,"Першотравневе, ч/з Обільне, Східне, Трудове",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                      А, В, І, ІІ, ІІІ","11,1,22,17",- ,- ,"всього автобусів - 4,                  в тому числі резервних - 2",1
9693,"Мелітополь ()  -  Новопилипівка, ч/з Соснівку, Оленівку",Мелітополь,"Новопилипівка, ч/з Соснівку, Оленівку",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                    А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 9,                  в тому числі резервних - 1",1
9694,Мелітополь () - Новобогданівка,Мелітополь,Новобогданівка,8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                        А, В, І, ІІ, ІІІ",3.6,- ,- ,"всього автобусів - 2,                  в тому числі резервних - 1",1
9695,"Мелітополь ()  -  Терпіння, ч/з Мелітопольську , Семенівку, Рівне, Північне",Мелітополь,"Терпіння, ч/з Мелітопольську , Семенівку, Рівне, Північне",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                      А, В, І, ІІ, ІІІ",NA,- ,- ,"всього автобусів - 3,                              в тому числі резервних - 1",1
9696,Мелітополь () - Федорівка,Мелітополь,Федорівка,8232968633173490485,Запорізька область,NA,1.5,NA,"М2, М3 А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9697,"Михайлівка (АС) - Пришиб, 
ч/з зупинки «ТМО», «Олійниця»
",Михайлівка,"Пришиб, 
ч/з зупинки «ТМО», «Олійниця»",8232968633173490485,Запорізька область,NA,з 1 по 7,NA,"М2, М3                 А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9698,"Михайлівка (АС) - Пришиб, 
ч/з зупинки «Перетин вул. Запорізька та вул. Суворова», Михайлівську АС, «Олійниця»
",Михайлівка,"Пришиб, 
ч/з зупинки «Перетин вул. Запорізька та вул. Суворова», Михайлівську АС, «Олійниця»",6475489205194507072,Запорізька область,NA,з 1 по 7,NA,"М2, М3                 А, В, І, ІІ, ІІІ",NA,Організатор - РДА - 7/25/2012,Організатор - РДА - 7/25/2012,NA,1
9699,Тимошівка  -  Михайлівка (АС),Тимошівка,Михайлівка (АС),8232968633173490485,Запорізька область,NA,"2,3,5,7",NA,"М2, М3                  А, В, І, ІІ, ІІІ",NA,- ,- ,NA,1
9700,"Михайлівка (АС)  -  Високе, ч/з Пришиб",Михайлівка,"Високе, ч/з Пришиб",6387723040568625495,Запорізька область,NA,"3,5,7",NA,"М2, М3                  А, В, І, ІІ, ІІІ",NA,Організатор - РДА - ,Організатор - РДА - ,NA,1
